name,category,sra,lat,lon
Dollar Tree 4996,Grocery Store,CHULA VISTA,32.60571,-117.0797
Dollar Tree 7831,Grocery Store,CHULA VISTA,32.63053,-117.0893
Dulcerias Aztecas Escondido 2,Grocery Store,CHULA VISTA,32.60812,-117.0804
EAGLE LIQUOR MARKET  ,Convenience Store,CHULA VISTA,32.6069,-117.0665
"El Ruisenor, Inc.  ",Grocery Store,CHULA VISTA,32.5949,-117.0856
"ERNIE'S LIQUOR, INC.  ",Convenience Store,CHULA VISTA,32.60952,-117.0674
G&M 170,Convenience Store,CHULA VISTA,32.60483,-117.0395
Garden Farms Market  ,Grocery Store,CHULA VISTA,32.64397,-117.084
Gtm Discount General Stores  ,Grocery Store,CHULA VISTA,32.6061,-117.0661
H St. Arco  ,Convenience Store,CHULA VISTA,32.62955,-117.0944
Hilltop Market  ,Grocery Store,CHULA VISTA,32.59977,-117.0516
J St. Liquor & Gas  ,Convenience Store,CHULA VISTA,32.62384,-117.0866
J&G C Store  ,Convenience Store,CHULA VISTA,32.63003,-117.0928
Jacksons Food Stores 234,Convenience Store,CHULA VISTA,32.61678,-117.0843
JE EXPORTS  ,Grocery Store,CHULA VISTA,32.59567,-117.0516
KEG N BOTTLE LIQUOR INC  ,Convenience Store,CHULA VISTA,32.63022,-117.0924
King Liquor  ,Convenience Store,CHULA VISTA,32.64444,-117.0821
Manolo Farmer's Market #8  ,Supermarket,CHULA VISTA,32.64052,-117.0961
Mi Pueblo Sunny Market  ,Grocery Store,CHULA VISTA,32.63301,-117.0897
Mirage Liquor  ,Convenience Store,CHULA VISTA,32.61042,-117.0815
"Mmy Enterprises 3, Inc  ",Convenience Store,CHULA VISTA,32.60275,-117.0851
Mother's Nutritional Center 246,Supermarket,CHULA VISTA,32.62919,-117.0897
Orange Liquor  ,Convenience Store,CHULA VISTA,32.60194,-117.0645
"OTAY FARMS, INC.  ",Supermarket,CHULA VISTA,32.59433,-117.075
Palomar Arco 83016,Convenience Store,CHULA VISTA,32.60425,-117.0884
Pine Palace Liquor Inc  ,Convenience Store,CHULA VISTA,32.65055,-117.0864
Santa Fe Meats  ,Grocery Store,CHULA VISTA,32.59483,-117.0795
Sawaya Brother Jr Market  ,Grocery Store,CHULA VISTA,32.64211,-117.0938
Seafood City Supermarket  ,Supermarket,CHULA VISTA,32.60435,-117.0396
"Selecta International Grocers, Inc.  ",Grocery Store,CHULA VISTA,32.60259,-117.0647
Sinclair Oil & Carwash . Inc  ,Convenience Store,CHULA VISTA,32.6014,-117.065
SQUARE BOTTLE LIQUOR  ,Convenience Store,CHULA VISTA,32.61691,-117.0577
Stars And Stripes Travel Center South  ,Convenience Store,CHULA VISTA,32.59476,-117.0394
Store 6276,Convenience Store,CHULA VISTA,32.61692,-117.0841
SUNSET MARKET & LIQUOR  ,Convenience Store,CHULA VISTA,32.61421,-117.0828
SUPREME GASOLINE  ,Convenience Store,CHULA VISTA,32.64152,-117.0936
The Snack Shop  ,Convenience Store,CHULA VISTA,32.63027,-117.085
Walgreens 06255,Grocery Store,CHULA VISTA,32.62737,-117.0886
Walgreens 02623,Grocery Store,CHULA VISTA,32.61321,-117.0688
Whispering Trees Market  ,Convenience Store,CHULA VISTA,32.64791,-117.0669
4 JS  Mini Mart  ,Convenience Store,MID-CITY,32.75528,-117.1075
4 Seasons Market  ,Convenience Store,MID-CITY,32.75735,-117.0856
7 Eleven 24155,Convenience Store,MID-CITY,32.72341,-117.1078
7 Eleven 21790,Convenience Store,MID-CITY,32.76338,-117.1196
7- Eleven Store 27744d  ,Convenience Store,MID-CITY,32.75595,-117.0925
7-Eleven 21794,Convenience Store,MID-CITY,32.76865,-117.0473
7-Eleven 19987C,Convenience Store,MID-CITY,32.74594,-117.0589
7-Eleven 20174T,Convenience Store,MID-CITY,32.76711,-117.0569
7-Eleven Store 39198A,Convenience Store,MID-CITY,32.7386,-117.101
7-Eleven Store 38571H,Convenience Store,MID-CITY,32.75571,-117.1176
7-eleven Store 13633F,Convenience Store,MID-CITY,32.77184,-117.0695
7-eleven Store 13659A,Convenience Store,MID-CITY,32.75761,-117.0833
7-eleven Store 16852g 16852G,Convenience Store,MID-CITY,32.7492,-117.0883
7-eleven Store 38087a  ,Convenience Store,MID-CITY,32.74972,-117.1176
7-eleven Store 38476b 38476B,Convenience Store,MID-CITY,32.74987,-117.1005
99 CENTS ONLY STORES  144,Grocery Store,MID-CITY,32.75029,-117.0704
Addis Market  ,Grocery Store,MID-CITY,32.75514,-117.1149
AFRICAN-CARIBBEAN FOOD MARKET  ,Grocery Store,MID-CITY,32.75621,-117.0909
Al Hindi Market  ,Grocery Store,MID-CITY,32.75328,-117.063
AMPM 42641,Convenience Store,MID-CITY,32.75536,-117.1225
Apple Tree Market  ,Grocery Store,MID-CITY,32.74967,-117.0997
Arco-Home  ,Convenience Store,MID-CITY,32.72678,-117.1021
Attisha Fuel  ,Convenience Store,MID-CITY,32.75507,-117.1075
AXUM MARKET  ,Grocery Store,MID-CITY,32.75522,-117.0979
Aya Mini Market  ,Grocery Store,MID-CITY,32.74923,-117.0941
Aztec Liquor  ,Convenience Store,MID-CITY,32.75695,-117.0833
Aztec Terrace Market  ,Convenience Store,MID-CITY,32.77687,-117.0679
B-experts Corner Store  ,Convenience Store,MID-CITY,32.7492,-117.121
BIG CITY LIQUOR  ,Convenience Store,MID-CITY,32.7495,-117.0923
Big Lots 4247,Grocery Store,MID-CITY,32.72223,-117.0849
Blvd Mart  ,Convenience Store,MID-CITY,32.76862,-117.0483
Bottle Stop And Craft Beer San Diego  ,Convenience Store,MID-CITY,32.74536,-117.0923
California Keg & Liquor No. 2  ,Convenience Store,MID-CITY,32.76866,-117.0512
Campus Liquor  ,Convenience Store,MID-CITY,32.75758,-117.0787
Cherokee Market  ,Convenience Store,MID-CITY,32.76106,-117.1142
Chevron Station 1977,Convenience Store,MID-CITY,32.74863,-117.1214
Cigarette Mart Plus Water-Aqua  ,Convenience Store,MID-CITY,32.74974,-117.1059
City Heights Grocery Outlet 331,Supermarket,MID-CITY,32.75649,-117.0803
City Heights Market  ,Convenience Store,MID-CITY,32.74984,-117.0947
College Arco  ,Convenience Store,MID-CITY,32.77095,-117.0698
Corey's Liquor  ,Convenience Store,MID-CITY,32.7497,-117.1154
Cost Mart  ,Convenience Store,MID-CITY,32.75517,-117.1213
CVS Pharmacy 9109,Grocery Store,MID-CITY,32.76323,-117.064
CVS Pharmacy 9121,Grocery Store,MID-CITY,32.75516,-117.1001
Discount Grocery 1,Grocery Store,MID-CITY,32.74925,-117.0892
Discount Liquor  ,Convenience Store,MID-CITY,32.75621,-117.0909
Dollar Tree 3821,Grocery Store,MID-CITY,32.75515,-117.0565
Dollartree 10810,Grocery Store,MID-CITY,32.72309,-117.0849
Duke's Liquor 1,Convenience Store,MID-CITY,32.76841,-117.0463
E. B.  JR. MARKET  ,Convenience Store,MID-CITY,32.75531,-117.1151
"Easy Moon, Inc.  ",Grocery Store,MID-CITY,32.74965,-117.1061
El Cajon Gas & Mini Mart 42068,Convenience Store,MID-CITY,32.76377,-117.0628
El Guapo Smoke Shop  ,Convenience Store,MID-CITY,32.75532,-117.0972
El Paisano La Familia  ,Grocery Store,MID-CITY,32.74973,-117.1115
El Super 51,Supermarket,MID-CITY,32.74958,-117.0993
Fairmount Super Mercado  ,Grocery Store,MID-CITY,32.73811,-117.1011
Family Dollar Store 11383,Grocery Store,MID-CITY,32.74968,-117.1122
Foodshed NAFMNP,Grocery Store,MID-CITY,32.74107,-117.1012
H & L Super Market  ,Grocery Store,MID-CITY,32.75575,-117.0946
Heights Market  ,Convenience Store,MID-CITY,32.76307,-117.1216
HOA HING MARKET  ,Grocery Store,MID-CITY,32.74963,-117.1057
Jig-Jiga Market  ,Grocery Store,MID-CITY,32.75307,-117.0623
Joes 99 C& Up  ,Convenience Store,MID-CITY,32.75676,-117.0851
K & S Halal Market Neighborhood Grocery Store  ,Grocery Store,MID-CITY,32.7492,-117.0873
Kano Foods  ,Convenience Store,MID-CITY,32.7532,-117.1016
Kupanda African And Caribbean Market  ,Grocery Store,MID-CITY,32.75528,-117.0958
Landis Market  ,Convenience Store,MID-CITY,32.74586,-117.1074
Little Brown Jug  ,Convenience Store,MID-CITY,32.74942,-117.1036
Louies Marketplace  ,Convenience Store,MID-CITY,32.73764,-117.079
Ma Smoke Shop  ,Convenience Store,MID-CITY,32.7497,-117.117
Madina Market 1,Grocery Store,MID-CITY,32.74903,-117.0873
Manolo Farmers Market #3  ,Supermarket,MID-CITY,32.72071,-117.0854
Mid East Market  ,Grocery Store,MID-CITY,32.75554,-117.0957
MINH HUONG SUPERMARKET  ,Supermarket,MID-CITY,32.75016,-117.0922
"MINNEHAHA FOOD MARKET, INC.  ",Grocery Store,MID-CITY,32.74948,-117.0873
Minute Mart  ,Convenience Store,MID-CITY,32.75689,-117.0863
Mother's Nutritional Center 218,Supermarket,MID-CITY,32.74964,-117.0974
MURPHY'S MARKET  ,Supermarket,MID-CITY,32.74379,-117.101
New Way Liquor  ,Convenience Store,MID-CITY,32.74773,-117.0756
North Park Produce  ,Grocery Store,MID-CITY,32.75515,-117.1165
Par Liquor  ,Convenience Store,MID-CITY,32.7214,-117.0869
Party House & Liquor  ,Convenience Store,MID-CITY,32.75473,-117.058
Party Time Liquor 4  ,Convenience Store,MID-CITY,32.74184,-117.092
Pola Market  ,Convenience Store,MID-CITY,32.75908,-117.1233
Poplar Liquor  ,Convenience Store,MID-CITY,32.7359,-117.1045
Porters Market 250,Convenience Store,MID-CITY,32.77243,-117.076
Qwik Korner Deli  ,Convenience Store,MID-CITY,32.74975,-117.1113
RITE AID  5646,Grocery Store,MID-CITY,32.72304,-117.0849
RITE AID 5652,Grocery Store,MID-CITY,32.76331,-117.1131
RITE AID 5651,Grocery Store,MID-CITY,32.76522,-117.0604
Sakata Market  ,Grocery Store,MID-CITY,32.75307,-117.0623
Shell  ,Convenience Store,MID-CITY,32.72889,-117.0991
Sky Liquor  ,Convenience Store,MID-CITY,32.74662,-117.0588
Smoke For Less  ,Convenience Store,MID-CITY,32.74984,-117.0946
Spotts Liquor  ,Convenience Store,MID-CITY,32.75301,-117.1004
Starlight Market  ,Convenience Store,MID-CITY,32.76877,-117.0466
SUPER MERCADO MURPHY'S  ,Supermarket,MID-CITY,32.74962,-117.0958
The Boulevard Wine And Spirits  ,Convenience Store,MID-CITY,32.75486,-117.1037
Trader Joe's 224,Supermarket,MID-CITY,32.77189,-117.07
Tradewinds Liquor  ,Convenience Store,MID-CITY,32.73794,-117.0794
Twins Liquor  ,Convenience Store,MID-CITY,32.75735,-117.115
Ultra Gas  ,Convenience Store,MID-CITY,32.75537,-117.1235
Umi Market  ,Grocery Store,MID-CITY,32.75307,-117.0623
United Pacific 0041,Convenience Store,MID-CITY,32.74853,-117.1237
United Pacific 0050,Convenience Store,MID-CITY,32.7551,-117.1099
University Halal Market  ,Grocery Store,MID-CITY,32.75343,-117.0627
UNIVERSITY MARKET  ,Convenience Store,MID-CITY,32.74953,-117.0877
Vip Wholesale  ,Grocery Store,MID-CITY,32.7496,-117.0942
VONS 2358,Supermarket,MID-CITY,32.76333,-117.115
VONS 2352,Supermarket,MID-CITY,32.76173,-117.0663
Walgreens 06656,Grocery Store,MID-CITY,32.74856,-117.1247
Walgreens 13161,Grocery Store,MID-CITY,32.75016,-117.1019
5 Star Market & Liquor  ,Convenience Store,LA MESA,32.75808,-117.036
7 Eleven 13649 E,Convenience Store,LA MESA,32.78541,-116.9969
7-Eleven 17945,Convenience Store,LA MESA,32.76069,-117.0329
7-Eleven 13647G,Convenience Store,LA MESA,32.7785,-117.018
7-Eleven 35683,Convenience Store,LA MESA,32.76381,-117.0219
7-Eleven 36812,Convenience Store,LA MESA,32.75518,-117.0471
7-Eleven Store 21453H,Convenience Store,LA MESA,32.78242,-117.0333
7-eleven Store 16119f 16119F,Convenience Store,LA MESA,32.77497,-117.0266
7-eleven Store 35752b  ,Convenience Store,LA MESA,32.75509,-117.0138
70th Street Shell  ,Convenience Store,LA MESA,32.77283,-117.0467
99 CENTS ONLY STORES  150,Grocery Store,LA MESA,32.76945,-117.0266
A & W Liquor  ,Convenience Store,LA MESA,32.75487,-117.0469
Albertsons 710,Supermarket,LA MESA,32.78543,-117.0051
Big Lots 4047,Grocery Store,LA MESA,32.79045,-117.0208
Bottle Rack Liquor  ,Convenience Store,LA MESA,32.77561,-117.0448
CIRCLE K 7964,Convenience Store,LA MESA,32.76381,-117.0219
CVS Pharmacy 9169,Grocery Store,LA MESA,32.77996,-117.0098
Dollar Tree 3757,Grocery Store,LA MESA,32.77996,-117.0098
Emerald Oil  ,Convenience Store,LA MESA,32.78125,-117.0332
Excalibur Liquor  ,Convenience Store,LA MESA,32.78003,-117.0323
G&M 38,Convenience Store,LA MESA,32.76769,-117.0215
Himalayan Bazaar  ,Convenience Store,LA MESA,32.7695,-117.0264
Lake Murray Liquor  ,Convenience Store,LA MESA,32.78856,-117.0223
Mart Liquor  ,Convenience Store,LA MESA,32.76381,-117.0219
Massachusetts Arco 42503,Convenience Store,LA MESA,32.7458,-117.0428
Murray Lake Liquor  ,Convenience Store,LA MESA,32.77911,-117.0408
PALM SPRINGS MARKET  ,Convenience Store,LA MESA,32.75727,-117.0146
Parkway Market  ,Convenience Store,LA MESA,32.79239,-117.003
SAMS MARKET  ,Convenience Store,LA MESA,32.76001,-117.0336
Sierra Market  ,Convenience Store,LA MESA,32.74696,-117.0428
Speedway 5130,Convenience Store,LA MESA,32.76534,-117.0264
Spring Street Gas And Mini Market 42642,Convenience Store,LA MESA,32.76739,-117.0216
Sprouts Farmers Market 225,Supermarket,LA MESA,32.76294,-117.0179
Trader Joe's 24,Supermarket,LA MESA,32.77857,-117.0068
Von's 3327,Supermarket,LA MESA,32.78119,-117.0325
VONS 2093,Supermarket,LA MESA,32.76577,-117.0251
7 Eleven 20722,Convenience Store,ELLIOTT-NAVAJO,32.80693,-117.0784
7 Eleven 33694,Convenience Store,ELLIOTT-NAVAJO,32.79083,-117.0826
7-Eleven 27263E,Convenience Store,ELLIOTT-NAVAJO,32.79015,-117.0977
7-Eleven Store 13665F,Convenience Store,ELLIOTT-NAVAJO,32.78442,-117.1102
7-eleven Store 13650b 13650B,Convenience Store,ELLIOTT-NAVAJO,32.80051,-117.0137
7-eleven Store 36751b 36751B,Convenience Store,ELLIOTT-NAVAJO,32.78241,-117.0994
Albertsons 2785,Supermarket,ELLIOTT-NAVAJO,32.80115,-117.012
Aldi 59,Supermarket,ELLIOTT-NAVAJO,32.80301,-117.0079
CVS Pharmacy 9137,Grocery Store,ELLIOTT-NAVAJO,32.80249,-117.0447
CVS Pharmacy 9154,Grocery Store,ELLIOTT-NAVAJO,32.79056,-117.1032
Dollar Tree 7232,Grocery Store,ELLIOTT-NAVAJO,32.79214,-117.0812
G&M 108,Convenience Store,ELLIOTT-NAVAJO,32.80262,-117.0113
G&M 138,Convenience Store,ELLIOTT-NAVAJO,32.79066,-117.0821
G&M 178,Convenience Store,ELLIOTT-NAVAJO,32.80334,-117.0095
Liquor Mart  ,Convenience Store,ELLIOTT-NAVAJO,32.78507,-117.111
Mg Liquor & Deli  ,Convenience Store,ELLIOTT-NAVAJO,32.78207,-117.1004
Mission Square Market  ,Convenience Store,ELLIOTT-NAVAJO,32.78716,-117.0977
RITE AID  5657,Grocery Store,ELLIOTT-NAVAJO,32.79138,-117.098
RITE AID 5660,Grocery Store,ELLIOTT-NAVAJO,32.82279,-117.1005
RITE AID 5656,Grocery Store,ELLIOTT-NAVAJO,32.80164,-117.0116
Take A Hike Mini Mart 39529A,Convenience Store,ELLIOTT-NAVAJO,32.80333,-117.0457
Tierra Santa Arco  ,Convenience Store,ELLIOTT-NAVAJO,32.82156,-117.0982
VONS 2134,Supermarket,ELLIOTT-NAVAJO,32.82974,-117.1043
VONS 2359,Supermarket,ELLIOTT-NAVAJO,32.79249,-117.0975
Walgreens 07176,Grocery Store,ELLIOTT-NAVAJO,32.80308,-117.0092
Windmill Farms  ,Grocery Store,ELLIOTT-NAVAJO,32.78311,-117.0599
7 Eleven 21793,Convenience Store,ESCONDIDO,33.1267,-117.0971
7 Eleven 13597D,Convenience Store,ESCONDIDO,33.11148,-117.0824
7-ELEVEN 13606,Convenience Store,ESCONDIDO,33.1441,-117.056
7-Eleven 21785D,Convenience Store,ESCONDIDO,33.13089,-117.0837
7-Eleven 36705J,Convenience Store,ESCONDIDO,33.12491,-117.0904
7-eleven 2112 22894c,Convenience Store,ESCONDIDO,33.1341,-117.0869
7-Eleven Store 13629E,Convenience Store,ESCONDIDO,33.13046,-117.0582
7-Eleven Store 27495C,Convenience Store,ESCONDIDO,33.11338,-117.102
7-eleven Store  13619e 13619E,Convenience Store,ESCONDIDO,33.10466,-117.0726
7-eleven Store 21786c 21786C,Convenience Store,ESCONDIDO,33.12265,-117.0788
7-eleven Store 21804g 21804G,Convenience Store,ESCONDIDO,33.15835,-117.0999
7-eleven Store 27524c 27524C,Convenience Store,ESCONDIDO,33.13598,-117.0925
7-eleven Store 36959b 36959B,Convenience Store,ESCONDIDO,33.13359,-117.0681
7-eleven Store 39902a 39902A,Convenience Store,ESCONDIDO,33.11776,-117.1637
99 Cent Only Store 408,Grocery Store,ESCONDIDO,33.12292,-117.0861
99 Cent Only Stores 0417,Grocery Store,ESCONDIDO,33.13103,-117.0673
99 Cents Only Store 357,Grocery Store,ESCONDIDO,33.13785,-117.0511
Al's Short Stop  ,Convenience Store,ESCONDIDO,33.10871,-117.0996
Albertsons 1705,Supermarket,ESCONDIDO,33.10929,-117.1043
Albertsons 4713,Supermarket,ESCONDIDO,33.13311,-117.0613
ALDI 79072,Supermarket,ESCONDIDO,33.1313,-117.0653
Aldi 73,Supermarket,ESCONDIDO,33.11226,-117.1026
Apex Mobil  ,Convenience Store,ESCONDIDO,33.13428,-117.0593
Arco Am/pm 83162,Convenience Store,ESCONDIDO,33.11685,-117.0962
Arco Am/pm 82761,Convenience Store,ESCONDIDO,33.13005,-117.0591
Big Lots 4007,Grocery Store,ESCONDIDO,33.13427,-117.0588
Big Lots 4350,Grocery Store,ESCONDIDO,33.10949,-117.1042
California Super Gas  ,Convenience Store,ESCONDIDO,33.11514,-117.0848
Campus Shell  ,Convenience Store,ESCONDIDO,33.13594,-117.1634
Carniceria El Jefe  ,Grocery Store,ESCONDIDO,33.13934,-117.0918
Circle K 2728545,Convenience Store,ESCONDIDO,33.13031,-117.0673
Circle K Stores 2706476,Convenience Store,ESCONDIDO,33.1969,-117.1235
Conchitas Bakery Restaurant And Market 1,Convenience Store,ESCONDIDO,33.12668,-117.0951
Corner Food Liquor 1,Convenience Store,ESCONDIDO,33.13634,-117.051
CVS Pharmacy 9104,Grocery Store,ESCONDIDO,33.14177,-117.0425
CVS Pharmacy 9108,Grocery Store,ESCONDIDO,33.10551,-117.0773
CVS Pharmacy 9959,Grocery Store,ESCONDIDO,33.1096,-117.1042
Cvx Holdings #0017,Convenience Store,ESCONDIDO,33.2083,-117.0336
Dollar Tree 2324,Grocery Store,ESCONDIDO,33.12628,-117.0881
Dollar Tree 2982,Grocery Store,ESCONDIDO,33.13074,-117.0664
Dulcerias Aztecas Escondido Llc 3,Convenience Store,ESCONDIDO,33.12708,-117.0885
El Norte Liquor  ,Convenience Store,ESCONDIDO,33.13881,-117.0924
El Super 29,Supermarket,ESCONDIDO,33.13342,-117.0876
Escondido Arco Ampm  ,Convenience Store,ESCONDIDO,33.12585,-117.0884
Esperanzas Tortilleria  ,Grocery Store,ESCONDIDO,33.1255,-117.0969
Family Dollar Stores 12446,Grocery Store,ESCONDIDO,33.11066,-117.0832
Five Star Market  ,Supermarket,ESCONDIDO,33.11118,-117.0829
G&M Oil 0180,Convenience Store,ESCONDIDO,33.068,-117.0664
Garden Pick Market 1 1,Supermarket,ESCONDIDO,33.13246,-117.069
Georgia's Liquor  ,Convenience Store,ESCONDIDO,33.11354,-117.0795
GO MART MARKET & LIQUOR  ,Grocery Store,ESCONDIDO,33.13947,-117.0906
Goros Liquor  ,Convenience Store,ESCONDIDO,33.13304,-117.0682
Hi Time Liquor S D .  ,Convenience Store,ESCONDIDO,33.13465,-117.0581
Jacksons Food Stores 227,Convenience Store,ESCONDIDO,33.12994,-117.0855
K & S Liquor  ,Convenience Store,ESCONDIDO,33.12948,-117.0669
Korner Market  ,Convenience Store,ESCONDIDO,33.12664,-117.0774
La Favorita Market 6,Grocery Store,ESCONDIDO,33.1394,-117.0928
La Sorpresa Barata  ,Grocery Store,ESCONDIDO,33.12849,-117.0715
Latinos Meat Market 1,Grocery Store,ESCONDIDO,33.11866,-117.0874
Lena's Liquor  ,Convenience Store,ESCONDIDO,33.13254,-117.0689
Lincoln Market  ,Convenience Store,ESCONDIDO,33.13538,-117.0793
Mi Reina Tortilleria  ,Grocery Store,ESCONDIDO,33.11831,-117.0858
Midway Mini Market  ,Grocery Store,ESCONDIDO,33.14396,-117.0559
MY GOODS MARKET 5213,Convenience Store,ESCONDIDO,33.14705,-117.108
Nordahl Liquor  ,Convenience Store,ESCONDIDO,33.13419,-117.12
One Stop Liquor  ,Convenience Store,ESCONDIDO,33.10181,-117.0711
Oriental Food Market  ,Grocery Store,ESCONDIDO,33.1296,-117.0876
Pocket Pie Palace 1,Convenience Store,ESCONDIDO,33.11915,-117.091
Productos Ortiz Market  ,Convenience Store,ESCONDIDO,33.10944,-117.0764
Red Barn Market  ,Grocery Store,ESCONDIDO,33.15042,-117.0623
Rick's Grocery & Deli  ,Convenience Store,ESCONDIDO,33.10742,-117.0755
RITE AID 5629,Grocery Store,ESCONDIDO,33.10194,-117.0748
Snack &  Bottle Shop  ,Convenience Store,ESCONDIDO,33.12735,-117.0737
Sprouts Farmers Market 253,Supermarket,ESCONDIDO,33.10775,-117.0801
Stater Bros. Markets 140,Supermarket,ESCONDIDO,33.12762,-117.0842
Store 6243,Convenience Store,ESCONDIDO,33.07018,-117.0711
Store 6249,Convenience Store,ESCONDIDO,33.13074,-117.123
Store 6250,Convenience Store,ESCONDIDO,33.13006,-117.0853
Sun Valley Fuel  ,Convenience Store,ESCONDIDO,33.1253,-117.0877
SUNRISE MARKET & LIQUOR  ,Convenience Store,ESCONDIDO,33.11046,-117.0772
The Grocery Outlet Of Escondido 246,Supermarket,ESCONDIDO,33.13382,-117.0614
Tortilleria Santacruz  ,Grocery Store,ESCONDIDO,33.13563,-117.0604
Trader Joe's 105,Supermarket,ESCONDIDO,33.09873,-117.0725
UNITED OIL 0018,Convenience Store,ESCONDIDO,33.11823,-117.0828
UNITED OIL 0003,Convenience Store,ESCONDIDO,33.13025,-117.0858
VIVA MARKET #2  ,Grocery Store,ESCONDIDO,33.13432,-117.0589
VONS 2156,Supermarket,ESCONDIDO,33.14048,-117.0453
VONS 2344,Supermarket,ESCONDIDO,33.10403,-117.0743
Walgreens 05700,Grocery Store,ESCONDIDO,33.13382,-117.0599
Walgreens 05455,Grocery Store,ESCONDIDO,33.12687,-117.0841
Walgreens 10142,Grocery Store,ESCONDIDO,33.10365,-117.0751
7 Eleven 33970,Convenience Store,SAN MARCOS,33.14422,-117.1625
7 Eleven 21803,Convenience Store,SAN MARCOS,33.14742,-117.1108
7-ELEVEN 32326,Convenience Store,SAN MARCOS,33.13293,-117.2285
7-eleven 18977,Convenience Store,SAN MARCOS,33.14504,-117.1497
7-Eleven 39651B,Convenience Store,SAN MARCOS,33.1472,-117.1074
7-Eleven 46342,Convenience Store,SAN MARCOS,33.14692,-117.1031
7-ELEVEN 33990 33990,Convenience Store,SAN MARCOS,33.10704,-117.223
7-ELEVEN STORE 16054,Convenience Store,SAN MARCOS,33.13145,-117.2079
7-Eleven Store 21142C,Convenience Store,SAN MARCOS,33.15115,-117.1936
7-eleven Store 33971b  ,Convenience Store,SAN MARCOS,33.13731,-117.179
99 Cents Only Stores 307,Grocery Store,SAN MARCOS,33.14743,-117.1995
Albertsons 711,Supermarket,SAN MARCOS,33.13205,-117.2102
Albertsons 708,Supermarket,SAN MARCOS,33.14065,-117.1397
Albertsons 750,Supermarket,SAN MARCOS,33.09766,-117.2012
Asian 101 Market  ,Grocery Store,SAN MARCOS,33.13586,-117.1834
Chevron 1835,Convenience Store,SAN MARCOS,33.13314,-117.1945
Corner Liquors  ,Convenience Store,SAN MARCOS,33.15156,-117.1965
CVS Pharmacy 9103,Grocery Store,SAN MARCOS,33.14113,-117.0946
CVS Pharmacy 8818,Grocery Store,SAN MARCOS,33.15685,-117.129
CVS Pharmacy 9166,Grocery Store,SAN MARCOS,33.14972,-117.1986
CVS Pharmacy 9961,Grocery Store,SAN MARCOS,33.14126,-117.1392
CVS Pharmacy 9558,Grocery Store,SAN MARCOS,33.13153,-117.1648
CVS Pharmacy 7127,Grocery Store,SAN MARCOS,33.14813,-117.1879
Dollar Tree 6113,Grocery Store,SAN MARCOS,33.13696,-117.1312
DOLLARTREE 8644,Grocery Store,SAN MARCOS,33.14308,-117.0957
El Mercado  ,Convenience Store,SAN MARCOS,33.13857,-117.1735
El Norte Arco  ,Convenience Store,SAN MARCOS,33.14416,-117.0977
Filipino Depot  ,Grocery Store,SAN MARCOS,33.1338,-117.1883
G&M 141,Convenience Store,SAN MARCOS,33.13908,-117.1749
Gourmet Liquor  ,Convenience Store,SAN MARCOS,33.15705,-117.2006
Jacksons Food Stores 226,Convenience Store,SAN MARCOS,33.13689,-117.1785
Mama's Mini-mart  ,Grocery Store,SAN MARCOS,33.13388,-117.1218
Mission West Market  ,Grocery Store,SAN MARCOS,33.14485,-117.1713
MY GOODS MARKET 5250,Convenience Store,SAN MARCOS,33.14106,-117.1649
Patron Meat Market  ,Grocery Store,SAN MARCOS,33.14086,-117.1656
San Marcos  ,Supermarket,SAN MARCOS,33.14804,-117.1992
San Marcos Arco Am/pm  ,Convenience Store,SAN MARCOS,33.15094,-117.1975
San Marcos Market  ,Grocery Store,SAN MARCOS,33.14347,-117.1658
San Marcos Market  ,Grocery Store,SAN MARCOS,33.14326,-117.1674
San Marcos Market  ,Grocery Store,SAN MARCOS,33.13706,-117.2057
Sprouts Farmers Market 203,Supermarket,SAN MARCOS,33.14222,-117.1919
STATER BROS. MARKETS 152,Supermarket,SAN MARCOS,33.13626,-117.1302
Store 6241,Convenience Store,SAN MARCOS,33.1372,-117.1784
Vesna's European Market  ,Convenience Store,SAN MARCOS,33.13388,-117.1218
VONS 2049,Supermarket,SAN MARCOS,33.14173,-117.0948
VONS 2345,Supermarket,SAN MARCOS,33.14717,-117.107
WinCo Foods 134,Supermarket,SAN MARCOS,33.13479,-117.1781
7 Eleven 18087,Convenience Store,SAN DIEGUITO,33.04593,-117.2939
7 Eleven 13620,Convenience Store,SAN DIEGUITO,33.0363,-117.2795
7 Eleven Store 2112-39526,Convenience Store,SAN DIEGUITO,33.079,-117.3073
7-Eleven 21805,Convenience Store,SAN DIEGUITO,33.03746,-117.2391
7-Eleven 43123,Convenience Store,SAN DIEGUITO,33.03654,-117.2802
7-ELEVEN 13627 13627,Convenience Store,SAN DIEGUITO,33.06453,-117.3015
7-eleven 2112 25766,Convenience Store,SAN DIEGUITO,33.01916,-117.2814
7-eleven Store 24335f 24335F,Convenience Store,SAN DIEGUITO,33.0535,-117.2458
99 CENTS ONLY STORES 169,Grocery Store,SAN DIEGUITO,33.0443,-117.2594
Aldi 104,Supermarket,SAN DIEGUITO,33.0552,-117.2619
Chevron 1943,Convenience Store,SAN DIEGUITO,33.0841,-117.2995
Chevron 1967,Convenience Store,SAN DIEGUITO,33.02653,-117.2734
Chevron Station #2021 2021,Convenience Store,SAN DIEGUITO,33.08225,-117.2335
Circle K 2709449,Convenience Store,SAN DIEGUITO,32.98094,-117.2487
